Date,APA,BAX,BMY,CMCSA,CPB,DE,HPQ,JCI,JPM,LUV,MMC,MO,MSFT,PCAR,PSA,SEE,TGT,TMO,TXT,ZION
2023-01-04,-0.03369995927766234,0.0252743790619836,0.004981809246507485,0.028675845432537317,-0.0012539645293906387,-0.0019089677302849273,0.017569985189491932,0.01637320363807926,0.00932502141122371,0.03128851712288272,0.019460186557379133,-0.0024166815523171126,-0.04374317703735364,-0.0022350880873642787,0.014333610250899076,0.015914039612123787,0.0065249101668583,0.015799545418613725,0.011386210382374529,0.03652499859239233
2023-01-05,-0.009252938901655128,0.004586260029606715,-0.0018041586066157578,0.010658808953774468,0.006815044648396329,-0.020662294775118717,-0.0003673779319877113,-0.01170208205780543,-0.00022155961143666136,-0.002677119506331427,-0.018143057787724848,-0.0008807103160251017,-0.029637746853190983,-0.0043784946559746185,-0.02459451355518394,-0.020168385461861615,0.010083812729406283,-0.008862451818581474,-0.013931880215725001,-0.017519365546078136
2023-01-06,0.027059608990572803,-0.07837179055210097,0.015016772230153741,0.024607596860289016,0.015496949956441464,0.028307645046076635,0.04226383726468974,0.03260037321946152,0.019135739154255482,0.046227141449753706,0.029011750564842176,0.023804297995431822,0.011785351335503957,0.025976780360011942,0.02023813817563047,0.048561177316053916,0.03818224331522302,-0.03939386353769203,0.025402950024931537,0.03870306529362555
2023-01-09,0.011191314552872367,-0.07739928375949079,-0.02726028335447539,-0.008973271720122633,-0.018593051528767668,0.004056458730956614,0.009873087964725968,-0.005510215665713636,-0.004132325759354405,0.020344157585730827,-0.0033342560205339433,-0.01011860500181394,0.009736299207267152,-0.005283087511972262,0.016078785924123373,0.006860976404176045,-0.02372755945934435,0.020728833728735685,-0.018649665454397613,-0.00468192710336901
2023-01-10,-0.002997394557203381,0.02326603064322419,0.009012686651108437,0.008788380508902627,0.0008934735457606369,0.02155538036558613,0.01571226145276894,0.007936577553626645,0.008953995410770244,0.016848992468207147,0.0,0.0002177733693793371,0.007617156268502123,0.007014596801379502,-0.00010681639676890509,0.02101085351733567,-0.0024306436874304005,0.040176793049921944,0.0046800393334569534,0.0003919070296130034
2023-01-11,0.013413392015565018,-0.006558806515429727,0.004047481997486058,0.0018480430161365025,-0.006607022153959585,-0.009029953904936328,-0.008937733066595621,0.004159824973458237,0.007431318543649423,-0.006627834442759384,0.020658466636121142,-0.0036965384474918483,0.03023822734771109,0.005672511005939684,0.044420263450697606,0.0005561169105121611,0.019234314972736533,0.025579539914490246,-0.0005645630163512161,0.0056819015704985265
2023-01-12,0.03491573551044769,-0.007702444984738044,-0.004726134017693617,0.019499141122199637,-0.01617836545632323,0.006020993968394839,-0.009712131878265917,0.011688323560415492,-0.0010024740263098186,0.02780079036274996,0.0014375853586201526,-0.009166467398547207,0.01162144444044566,0.003265258485139144,0.008206436621884139,0.012229258276364119,0.004906708331772647,-0.0017511236816231124,0.009039622956974469,0.0023377301857923083
2023-01-13,-0.00022066840269951982,-0.005544387929381611,0.01270942168346112,0.006203270558209795,0.00420237738660445,0.0081175931225137,-0.022416729570201244,0.006580603384896966,0.02523463842471485,0.0005411283035627878,-0.0044783880745356,0.004845835160315337,0.0030187967203456623,0.012624687875525398,-0.01759634357935802,-0.002745904600133575,0.030360007077755435,0.0039553359226287554,-0.01665741480707139,-0.0011661389746143724
2023-01-17,-0.004411097645374729,-0.0022300292616063144,-0.00275813604281705,0.0002567056617288621,-0.00545845601255035,-0.003252666292017703,-0.01146545511552055,-0.01540028045023123,-0.015453238989675877,0.0013516548734751055,-0.00790183191685101,-0.010083210213795768,0.004681577810403459,-0.010324568676156054,0.002509503499642962,-0.00972838085032246,-0.015188280052926273,0.006885310398077937,-0.012384495411166263,-0.010313205588790453
2023-01-18,-0.023925410531844493,-0.016540006830745524,-0.0023510335969195717,-0.016949132988594906,-0.03805340726315465,-0.027864098729104225,-0.0021745571573772438,-0.02375662746411178,-0.03004284361764087,-0.019978378429947097,-0.01860373807112292,-0.025465149028250256,-0.01888907955509289,-0.018403554672764555,-0.019958782072885928,0.0022244270804834265,-0.007834627667738792,-0.013285507290135334,-0.01513401042844631,-0.05112102472437008
2023-01-19,0.024965939896553824,-0.008182014168856111,0.022317681993653693,-0.003657144832387882,-0.003613527857251664,-0.04082255397665646,-0.020704813599900063,-0.020102668309945004,-0.013326468102459521,0.004132153238569858,0.004679908464966687,0.012042848899087799,-0.01645396315233294,-0.017345261432334946,0.006193309731969299,-0.012761344185623913,-0.010756896578379305,0.006568394686879753,-0.027952451142719825,0.02610886203408258
2023-01-20,0.004007925366121157,0.005499705544062428,0.005423866152336254,0.03224937037417752,-0.00668064349556996,0.004894881185171229,0.03523740659292507,0.018818426083120565,0.002448849644803186,0.016735349793708165,0.02075459891386955,0.00898068107501615,0.03574363119346469,0.012039573200760767,0.005390690406441578,0.009179359904798234,0.01954766528563634,0.016784929559804596,0.021529632977794977,0.039580067283410125
2023-01-23,0.00598806928362805,0.0287145786191505,-0.01200287182630555,0.022606307247480917,-0.008839283765328498,-0.003068836827515131,0.024722239628574227,0.010295105460411458,0.01621288167598922,-0.009983960521407154,0.0022527829287695145,-0.0028927809494846413,0.009824313485800262,0.030849721005012487,0.006053111319581861,-0.0014849800355992704,0.014918727890963046,0.018798643088659528,0.016654385685327178,0.022727226539595913
2023-01-24,-0.02865958213062847,-0.0050952944473156014,-0.012557928938969676,-0.012667708056590454,-0.003489925559904572,0.017906934950517428,-0.006992953981036054,0.019931254865659165,0.008596100137612472,-0.00027251952509366184,-0.00011512975433247696,-0.0006694541591804049,-0.0022261105360070754,0.08635718423818473,0.010177059747371597,-0.02584128861731516,-0.006560029872425099,-0.039846548140448745,0.00898790309125741,-0.016714184769778928
2023-01-25,0.0006808435598213425,0.027388009107666145,0.011473610590924999,0.008804901952625288,0.005058524471314829,-0.007271871358157211,0.0102111496637034,0.0005875014634482145,0.004839143031040161,0.005179829809501824,0.002197563161821625,0.003349718664531265,-0.00590799813136289,-0.0024305086772594686,-0.0051735984020283565,-0.013740438032433966,0.004035462702450809,-0.009298939788664251,0.007902417639888082,0.0048290801483419354
2023-01-26,0.028804733426766482,0.00043370366827222284,-0.0024601730230817687,0.0077308836110319135,-0.01916395072067778,0.01827670691919625,0.01115388734327638,0.01057258776829162,0.00618190701120791,-0.031733045371896695,0.01373510391498356,-0.01424446597053497,0.03071354974442575,0.012814596955596391,0.017448575174360936,0.01799546531720475,0.017173057572493544,0.003563081281210412,0.02808285106016517,0.0034602440778124244
2023-01-27,0.008156981421458154,-0.0034662778397231975,-0.0073981446289073105,-0.02004455310859099,0.009078360335998292,-0.007170026314555322,0.007583469482841609,0.0004360809151635614,0.0024290690714807717,0.015126171218701856,-0.0200955414469981,-0.003386778358904996,0.0006451730951289036,-0.01425619650499288,0.00648973119096552,0.01805724155560151,0.008860870321446335,-0.0064774060931421795,0.002218277863132778,0.022413828073748254
2023-01-30,-0.03433187383251857,-0.018695684951133162,-0.005797102796225029,-0.009091131292082055,0.015059784174862534,0.005786998321775094,-0.014026582274010102,-0.008569450579420157,-0.008480622478656885,-0.021247333903090526,-0.0011620753548633456,0.008156015355835544,-0.021961569570269623,-0.016722778212304057,-0.00143646449589252,-0.011015386855012577,0.0010086081159461635,-0.016282335064750963,-0.023242744398579318,-0.021360407696220385
2023-01-31,0.0038496219900154838,0.012184231583520999,0.008607537782863162,0.0028032241553119785,0.0005780283562994981,0.005325773188771921,0.011103286558205472,0.019191444575466843,0.005965640621988788,0.008457692630776226,0.01733277542606748,0.012134842568335635,0.021012537757463923,0.0048725010121339896,0.018234000204800926,0.03379244641838186,0.020512397792219916,0.010703904782200624,0.031869549234014416,0.017805819767904518
2023-02-01,-0.020979065210665615,0.01291315799928161,-0.0195457110053745,0.015756257604962576,-0.00500681717473106,0.009814503828680987,0.025051544864989284,-0.04614061108505019,-0.002643955958225752,-0.003913851266018176,0.0031444194395269243,0.05550622527078963,0.01993468069041815,0.01875368949190359,0.005257387671615987,0.00036519293810899356,0.028697359452175997,0.029859658538770706,0.023335797648092793,0.004326524096046835
2023-02-02,-0.023963164103577683,0.01577360857939425,0.021620146804822715,0.028521391196662416,-0.02496593975063688,-0.047869918132914524,0.030800147822459767,-0.02697409116723093,-0.004656371989517405,0.03339901584427163,-0.0007979247129914491,-0.011989973138255339,0.04688442639904511,0.002245024902164827,0.018042657612628688,0.02628707494917104,0.02224998249458543,-0.0004935436233484136,0.015828350153754833,0.016857190289573554
2023-02-03,-0.007554328483349582,-0.007019700008154217,0.02308643951584166,-0.02773047934713202,0.009924517980693492,-0.0012052480092445972,-0.009093886037521148,0.017810226198677448,0.015474148428921808,-0.012764829728655336,-0.01962113892801376,-0.0012773361496515312,-0.023620725096466177,-0.012812288823665918,-0.009599849301257013,-0.021344755784606373,-0.02353353033769945,0.0011752556892512533,-0.017034368334589933,0.0022101952492017407
2023-02-06,-0.0004757696289044988,-0.03256224869693414,0.0010744606668711132,-0.011508873532870778,0.023584807980404854,0.010269345313719036,-0.024254340819844233,0.0015216601376204508,0.005882998080595669,-0.009078365805779587,0.0021526453244227195,0.0010658081867016556,-0.006115786702254322,0.0023596581776414993,-0.0023343333074891115,-0.01981078420123461,-0.01651949224013083,-0.01971890296818024,-0.005104792945805459,-0.005697470376069047
2023-02-07,0.03974296597788429,0.009964518408885237,-0.00013427636221052808,0.004049684872331705,-0.01497703227209568,-0.0017306386006518126,0.007725919454399044,-0.019750978067073377,0.01218964785310006,0.004719451600927904,0.009056500384206023,-0.008517779556643124,0.042022242537529175,-0.0013581452302566799,-0.01858641025401353,0.0027811740487218017,0.00529229130468134,0.012114318971954363,0.013097523935237554,0.012754359683710748
